Zp,Zs,LR,MR,VpVs,label
5896.0068,3115.4429,15.3512,9.706,1.8925,1
5882.6777,3088.8748,15.5236,9.5411,1.9045,1
5908.9272,3078.6597,15.9596,9.4781,1.9193,1
5922.228,3100.1943,15.8504,9.6112,1.9103,1
5917.8267,3109.937,15.6773,9.6717,1.9029,1
5919.2856,3103.4238,15.7755,9.6312,1.9073,1
5915.0293,3099.3635,15.7755,9.6061,1.9085,1
5911.0991,3091.1987,15.8301,9.5555,1.9122,1
5927.1636,3098.7393,15.927,9.6022,1.9128,1
5977.0483,3132.0371,16.1063,9.81,1.9084,1
6042.2031,3164.4675,16.480999999999998,10.0141,1.9094,1
6114.8267,3193.4849,16.9958,10.1986,1.9148,1
6187.6733,3228.7913,17.4379,10.4251,1.9164,1
6227.603,3265.5798,17.4551,10.664000000000001,1.9069999999999998,1
6267.0718,3288.4417,17.6496,10.8139,1.9058,1
6321.8467,3314.3235,17.9966,10.9847,1.9074,1
6309.1626,3359.7488,17.2316,11.2879,1.8779,1
6309.4561,3344.7639,17.4389,11.1874,1.8864,1
6427.7842,3340.8633,18.9955,11.1614,1.9240000000000002,1
6485.8218,3456.26,18.1743,11.9458,1.8766,1
6464.4824,3527.5432,16.9035,12.4436,1.8326,1
6404.8359,3516.6948,16.2879,12.3672,1.8213,1
6353.3184,3466.1843,16.3372,12.0145,1.8329,1
6292.7861,3423.8774,16.1532,11.722999999999999,1.8379,1
6249.2217,3372.3669,16.3111,11.3729,1.8530000000000002,1
6135.5596,3337.5049,15.3674,11.139000000000001,1.8384,1
6118.6196,3241.2644,16.4262,10.5058,1.8877,1
6139.8003,3241.0349,16.6887,10.5043,1.8944,1
6117.4395,3266.1128,16.0881,10.6675,1.8730000000000002,1
6123.9019,3246.2725,16.4256,10.5383,1.8864,1
6119.7422,3252.1121,16.2988,10.5762,1.8818,1
6092.0854,3240.6121,16.1106,10.5017,1.8799,1
6041.6089,3213.9739,15.8418,10.3296,1.8798,1
6019.6230000000005,3201.3164,15.7393,10.2484,1.8804,1
5961.1836,3170.5215,15.4317,10.0523,1.8802,1
5887.145,3116.2334,15.2369,9.7109,1.8892,1
5843.0967,3086.2908,15.0914,9.5252,1.8932,1
5835.9155,3063.8369,15.2837,9.3871,1.9048,1
5829.5933,3053.2947,15.3389,9.3226,1.9093,1
5812.6006,3046.0715,15.2292,9.2786,1.9082,1
5791.0239,3031.4321,15.1568,9.1896,1.9103,1
5779.9268,3010.9873,15.2755,9.066,1.9196,1
5787.9111,2976.1108,15.7854,8.8572,1.9448,1
5812.5195,2966.3071,16.1874,8.799,1.9595,1
5811.3467,2985.6443,15.9436,8.9141,1.9464,1
5773.561,2978.8435,15.587,8.8735,1.9382,1
5814.9893,2957.0579,16.3258,8.7442,1.9665,1
5886.4263,3007.1121,16.565,9.0427,1.9575,1
5899.1592,3073.7207,15.9046,9.4478,1.9192,1
5910.0015,3076.6907,15.9961,9.466000000000001,1.9209,1
5881.0933,3072.7197,15.7041,9.4416,1.9140000000000001,1
5845.0933,3055.9509,15.4875,9.3389,1.9127,1
5834.4453,3044.9888,15.4968,9.272,1.9161,1
5823.4502,3047.8745,15.3335,9.2895,1.9107,1
5837.0527,3043.3926,15.5468,9.2622,1.9179,1
5905.0361,3070.6206,16.0129,9.4288,1.9231,1
6004.4165,3110.4565,16.705,9.675,1.9304,1
6067.9536,3171.1702,16.7079,10.0563,1.9135,1
6081.8281,3211.7805,16.3575,10.3156,1.8936,1
6136.5371,3236.0281,16.7144,10.4719,1.8963,1
6146.8618,3284.1396,16.2127,10.7856,1.8717,1
6119.4087,3301.3809,15.6491,10.8991,1.8536,1
6094.3579,3285.2832,15.5551,10.7931,1.855,1
6068.8843,3277.7991,15.3436,10.744000000000002,1.8515,1
6096.4707,3263.5085,15.8667,10.6505,1.8681,1
6127.6304,3297.6733,15.7984,10.8747,1.8582,1
6135.311,3317.2991,15.633,11.0045,1.8495,1
6120.7919999999995,3305.7249,15.6086,10.9278,1.8516,1
6090.4526,3280.0981,15.5758,10.759,1.8568,1
6017.1182,3246.9375,15.1231,10.5426,1.8532,1
5971.895,3181.8188,15.4155,10.124,1.8769,1
5978.9058,3149.1433,15.9128,9.9173,1.8986,1
6006.5874,3146.4084,16.2796,9.8999,1.909,1
6038.4678,3148.6946,16.6347,9.9143,1.9178,1
6084.3403,3162.6577,17.0156,10.0024,1.9238,1
6146.231,3194.4424,17.3678,10.2046,1.9241,1
6189.3862,3257.0264,17.0922,10.6082,1.9003,1
6213.3882,3319.853,16.5634,11.0214,1.8716,1
6258.8984,3356.8923,16.6381,11.2687,1.8645,1
6296.1021,3405.8911,16.4409,11.6001,1.8486,1
6277.4946,3441.7021,15.7163,11.8453,1.824,1
6272.2427,3428.5681,15.8309,11.7551,1.8294,1
6277.7935,3435.417,15.8065,11.8022,1.8274,1
6300.0713,3440.1059999999998,16.0223,11.8343,1.8314,1
6316.9351,3442.3997,16.2035,11.8501,1.835,1
6328.4858,3448.0796,16.2713,11.8893,1.8354,1
6330.0405,3453.4329,16.2172,11.9262,1.8330000000000002,1
6296.9146,3453.0544,15.8045,11.9236,1.8236,1
6261.0298,3422.2544,15.7769,11.7118,1.8295,1
6256.5723,3391.8594,16.1355,11.5047,1.8446,1
6223.479,3387.0959,15.7872,11.4724,1.8374,1
6177.9897,3349.0281,15.7361,11.216,1.8447,1
6127.4556,3297.7683,15.7952,10.8753,1.8581,1
6100.8096,3262.1467,15.937000000000001,10.6417,1.8702,1
6052.4614,3244.3452,15.5808,10.5258,1.8655,1
6045.1763,3230.6399,15.67,10.4371,1.8712,1
6066.2319,3241.9746,15.7784,10.5104,1.8712,1
6077.6948,3241.4299,15.9246,10.5069,1.875,1
6073.4277,3251.3186,15.7443,10.5711,1.868,1
6092.7563,3235.5547,16.1841,10.4688,1.8831,1
6083.8457,3223.1987,16.2352,10.389000000000001,1.8875,1
6073.0581,3200.1746,16.3998,10.2411,1.8977,1
6050.771,3197.2974,16.1664,10.2227,1.8925,1
6054.3838,3193.2969,16.2613,10.1971,1.896,1
6083.8521,3203.2656,16.4914,10.2609,1.8993,1
6118.9072,3234.0288,16.5231,10.4589,1.892,1
6090.8359,3265.9082,15.765999999999998,10.6662,1.865,1
6087.7598,3236.9253,16.1054,10.4777,1.8807,1
6096.2686,3242.5891,16.1357,10.5144,1.8801,1
6112.5029,3259.3286,16.1163,10.6232,1.8754,1
6154.9863,3272.6604,16.4634,10.7103,1.8807,1
6227.896,3309.7175,16.8787,10.9542,1.8817,1
6274.9014,3379.6459999999997,16.5305,11.422,1.8567,1
6294.6538,3409.4299,16.3742,11.6242,1.8462,1
6295.3926,3420.8713,16.2272,11.7024,1.8403,1
6277.4224,3402.3403,16.2542,11.5759,1.845,1
6205.8057,3356.5391,15.98,11.2665,1.8489,1
6129.061,3301.5127,15.7661,10.9001,1.8564,1
6093.2217,3247.6167,16.0332,10.5471,1.8762,1
6033.5713,3233.9001,15.4883,10.4582,1.8657,1
6025.9224,3210.7236,15.6942,10.3088,1.8768,1
6043.064,3229.7322,15.6564,10.4312,1.8711,1
6050.5933,3251.594,15.4639,10.5729,1.8608,1
6054.4658,3264.3994,15.3438,10.6564,1.8547,1
6065.0811,3268.1155,15.4238,10.6807,1.8559,1
6073.2544,3252.6509,15.7249,10.5798,1.8672,1
6054.0503,3239.4246,15.6639,10.4939,1.8689,1
6027.9487,3213.5408,15.6825,10.3269,1.8758,1
6022.6494,3180.5815,16.04,10.1161,1.8936,1
6105.2939,3169.3813,17.1885,10.045,1.9263,1
6173.8457,3226.3323,17.2982,10.4092,1.9136,1
6194.2651,3277.5972,16.8836,10.7427,1.8899,1
6217.0669,3306.9238,16.7807,10.9357,1.88,1
6256.0073,3341.1404,16.8117,11.1632,1.8724,1
6259.7212,3368.8398,16.4861,11.3491,1.8581,1
6219.6909,3357.2668,16.1422,11.2715,1.8526,1
6186.3472,3337.6692,15.9909,11.14,1.8535,1
6194.8276,3340.6335,16.0564,11.1599,1.8544,1
6213.3765,3351.657,16.1388,11.2336,1.8538,1
6201.8833,3348.7366,16.0354,11.214,1.8519999999999999,1
6170.5083,3326.8511,15.9396,11.068,1.8548,1
6147.9751,3302.5093,15.9844,10.9066,1.8616,1
6129.2222,3291.9438,15.894,10.8369,1.8619,1
6098.7129,3276.7153,15.7206,10.7369,1.8612,1
6087.2705,3248.6536,15.9474,10.5538,1.8738,1
6082.1934,3238.6086,16.0159,10.4886,1.8780000000000001,1
6097.5137,3240.3774,16.1799,10.5001,1.8817,1
6142.2246,3268.1897,16.3653,10.6812,1.8794,1
6196.3955,3313.5039,16.4369,10.9794,1.87,1
6238.3384,3343.8855,16.5539,11.1817,1.8656,1
6282.3096,3369.6755,16.7584,11.3548,1.8644,1
6328.5918,3391.7307,17.0437,11.5038,1.8659,1
6334.7974,3408.6084,16.8937,11.6188,1.8585,1
6254.437,3411.7588,15.8378,11.6402,1.8332,1
6230.626,3370.4116,16.1014,11.3597,1.8486,1
6246.5034,3372.2375,16.2748,11.372,1.8523,1
6231.0024,3394.8345,15.7756,11.5249,1.8354,1
6229.3711,3400.9712,15.6719,11.5666,1.8316,1
6251.0591,3409.2434,15.8298,11.623,1.8336,1
6237.6265,3415.1255,15.5818,11.6631,1.8265,1
6236.0942,3375.1836,16.1052,11.3919,1.8476,1
6214.3267,3364.8882,15.9733,11.3225,1.8468,1
6156.6709,3349.1687,15.4709,11.2169,1.8383,1
6112.9248,3306.7644,15.4985,10.9347,1.8486,1
6089.5342,3266.3301,15.7446,10.6689,1.8643,1
6081.1919,3242.7212,15.9504,10.5152,1.8753,1
6068.2114,3232.9802,15.919,10.4522,1.8769999999999998,1
6126.8652,3232.0459,16.6462,10.4461,1.8957,1
6124.0083,3296.4258,15.7706,10.8664,1.8578,1
6094.6353,3301.4714,15.3452,10.8997,1.8459999999999999,1
6089.7695,3285.1355,15.5011,10.7921,1.8537,1
6096.3931,3288.4253,15.5385,10.8137,1.8539,1
6073.1528,3296.5513,15.1487,10.8673,1.8423,1
6062.0732,3276.3071,15.2804,10.7342,1.8503,1
6079.4873,3261.8528,15.6808,10.6397,1.8638,1
6050.0386,3255.386,15.408,10.5975,1.8585,1
6021.9453,3225.9868,15.4499,10.407,1.8667,1
6016.6553,3208.0154,15.6174,10.2914,1.8755,1
5994.8975,3207.4377,15.3636,10.2877,1.8691,1
5977.4673,3182.2026,15.4773,10.1264,1.8784,1
5978.1484,3145.8711,15.9452,9.8965,1.9003,1
5941.5884,3124.1628,15.7817,9.7606,1.9018,1
5909.4731,3114.0024,15.5278,9.6971,1.8977,1
5899.1201,3121.5176,15.3119,9.7439,1.8898,1
5904.9648,3126.4036,15.3198,9.7744,1.8887,1
5931.8306,3136.9651,15.5055,9.8406,1.8909,1
5954.8267,3139.5684,15.7462,9.8569,1.8967,1
5947.7529,3149.6284,15.5355,9.9202,1.8884,1
5898.9595,3136.9548,15.1176,9.8405,1.8805,1
5851.1836,3086.8525,15.1794,9.5287,1.8955,1
5805.5815,3039.3672,15.2297,9.2378,1.9101,1
5795.8936,3004.0737,15.5434,9.0245,1.9294,1
5793.5996,3004.9304,15.5066,9.0296,1.9280000000000002,1
5765.7919999999995,3002.6543,15.2127,9.016,1.9202,1
5753.4492,2986.6626,15.2618,8.9202,1.9264,1
5800.8657,2991.5007,15.7534,8.9491,1.9391,1
5816.0083,3036.1387,15.3899,9.2182,1.9156,1
5804.0972,3054.5376,15.0271,9.3302,1.9002,1
5804.269,3049.6118,15.0893,9.3001,1.9033,1
5787.5591,3053.282,14.850999999999999,9.3225,1.8955,1
5721.1475,3040.8027,14.2412,9.2465,1.8814,1
5651.0171,2984.1836,14.1237,8.9054,1.8937,1
5612.6748,2930.1467,14.331,8.5858,1.9155,1
5582.7637,2902.4802,14.3186,8.4244,1.9234,1
5573.3101,2885.4788,14.4097,8.3261,1.9315,1
5579.4053,2887.1426,14.4582,8.3358,1.9325,1
5608.5186,2886.9629,14.7868,8.3347,1.9427,1
5699.4238,2894.5283,15.7313,8.3785,1.969,1
5832.8848,2950.8838,16.6104,8.7079,1.9766,1
5933.6807,3034.3325,16.7952,9.2072,1.9555,1
5996.2080000000005,3091.585,16.8396,9.5579,1.9395,1
6063.8555,3145.407,16.9847,9.8936,1.9278,1
6140.374,3208.9988,17.1098,10.2977,1.9135,1
6197.1685,3282.2534,16.8587,10.7732,1.8881,1
6215.3467,3321.5398,16.5654,11.0326,1.8712,1
6191.2168,3317.0549,16.3254,11.003,1.8665,1
6165.6836,3292.2954,16.3373,10.8393,1.8728,1
6143.0986,3288.625,16.1075,10.8151,1.868,1
6130.9727,3277.9807,16.0985,10.7452,1.8704,1
6141.605,3285.04,16.1364,10.7915,1.8696,1
6166.2334,3313.5664,16.063,10.9797,1.8609,1
6181.3433,3337.8472,15.9265,11.1413,1.8519,1
6189.6812,3344.0435,15.9468,11.1827,1.851,1
6185.4341,3338.1440000000002,15.9735,11.1432,1.8530000000000002,1
6123.8408,3298.0542,15.7479,10.8773,1.8568,1
6032.0132,3232.4446,15.4879,10.4487,1.8661,1
5989.8389,3183.0027,15.6153,10.1315,1.8818,1
5951.7432,3166.2102,15.3735,10.0249,1.8798,1
5946.3887,3140.6147,15.6327,9.8635,1.8934,1
5992.7163,3163.6182,15.8957,10.0085,1.8943,1
6023.9766,3192.4131,15.9053,10.1915,1.8869999999999998,1
6045.9341,3174.6877,16.3962,10.0786,1.9044,1
5897.9312,3170.6259999999997,14.6799,10.0529,1.8602,1
5736.9829,3060.3303,14.1819,9.3656,1.8746,1
5734.3169,2952.7964,15.4444,8.719,1.942,1
5742.1826,2962.781,15.4165,8.7781,1.9381,1
5730.3062,2953.1677,15.394,8.7212,1.9404,1
5785.0024,2926.8965,16.333,8.5667,1.9765,1
5838.0684,2969.0579,16.4527,8.8153,1.9663,1
5855.2344,3023.9053,15.9958,9.144,1.9363,1
5923.5830000000005,3059.6292,16.3665,9.3615,1.936,1
5972.3784,3097.7769,16.4769,9.5963,1.9280000000000002,1
5972.4199,3087.6946,16.6021,9.5339,1.9343,1
5910.8423,3069.9976,16.0889,9.4249,1.9253,1
5874.5156,3030.8926,16.1374,9.1863,1.9382,1
5821.7339,3004.6213,15.8375,9.0278,1.9376,1
5831.9556,2976.8486,16.2885,8.8617,1.9591,1
5888.0122,3001.8,16.6478,9.0108,1.9615,1
5926.9751,3054.3972,16.4705,9.3294,1.9405,1
5963.4136,3097.3738,16.3751,9.5937,1.9253,1
5990.0752,3144.9375,16.0998,9.8907,1.9047,1
5986.5752,3166.1021,15.7907,10.0242,1.8908,1
5992.4209,3158.8921,15.9518,9.9787,1.8969999999999998,1
5961.4937,3145.4146,15.7528,9.8936,1.8953,1
5866.7808,3099.8872,15.2036,9.6093,1.8926,1
5809.3389,3019.4626,15.5142,9.1172,1.9240000000000002,1
5795.1074,2983.467,15.7811,8.9011,1.9424,1
5791.2334,2975.9102,15.8263,8.8561,1.946,1
5779.8086,2975.947,15.6937,8.8563,1.9422,1
5755.0996,2967.1182,15.5137,8.8039,1.9396,1
5738.7588,2956.1890000000003,15.4552,8.7391,1.9413,1
5728.562,2956.1848,15.3384,8.738999999999999,1.9378,1
5729.0166,2953.1072,15.38,8.7208,1.94,1
5709.9478,2955.2595,15.137,8.7336,1.9321,1
5707.855,2939.4502,15.2993,8.6404,1.9418,1
5704.8994,2936.3909,15.3017,8.6224,1.9428,1
5685.8975,2934.261,15.1096,8.6099,1.9378,1
5698.4658,2912.0254,15.5127,8.4799,1.9569,1
5660.7832,2859.1619,15.6944,8.1751,1.9799,1
5625.6489,2849.4778,15.4101,8.1196,1.9743,1
5563.1597,2847.3540000000003,14.7337,8.1075,1.9538,1
5572.4526,2813.8105,15.2172,7.9175,1.9804,1
5553.4419,2845.2449,14.6499,8.0954,1.9518,1
5551.605,2843.8984,14.6448,8.0878,1.9521,1
5563.4897,2842.1895,14.7963,8.078,1.9575,1
5573.456999999999,2848.4653,14.8359,8.1138,1.9567,1
5582.0459,2859.8389,14.8018,8.1787,1.9519,1
5577.7617,2859.4014,14.7592,8.1762,1.9507,1
5541.103,2843.0852,14.5376,8.0831,1.949,1
5533.5942,2815.625,14.7652,7.9278,1.9653,1
5564.6587,2819.2961,15.0686,7.9485,1.9738,1
5609.8716,2853.0305,15.1911,8.1398,1.9663,1
5638.3374,2860.4924,15.425999999999998,8.1824,1.9711,1
5617.6338,2849.9988,15.3128,8.1225,1.9711,1
5615.3477,2833.5798,15.4738,8.0292,1.9817,1
5601.5322,2845.4797,15.1837,8.0968,1.9686,1
5607.1719,2839.6821,15.3128,8.0638,1.9746,1
5654.5991,2832.4436,15.9291,8.0227,1.9964,1
5588.8687,2862.2136,14.8511,8.1923,1.9526,1
5572.5835,2840.3616,14.9184,8.0677,1.9619,1
5535.2271,2834.7595,14.5671,8.0359,1.9526,1
5520.0591,2820.752,14.5578,7.9566,1.9569,1
5517.9063,2813.9658,14.6105,7.9184,1.9609,1
5518.5674,2817.8193,14.5744,7.9401,1.9585,1
5536.2944,2828.3677,14.6512,7.9997,1.9574,1
5568.9316,2821.4023,15.0925,7.9603,1.9738,1
5563.9092,2829.0696,14.9497,8.0037,1.9667,1
5532.1079,2834.2068,14.5389,8.0328,1.9519,1
5487.6875,2830.4729,14.0919,8.0116,1.9388,1
5537.2178,2808.4978,14.8864,7.8877,1.9716,1
5560.9248,2840.7783,14.7838,8.0701,1.9575,1
5577.2866,2846.5806,14.9001,8.103,1.9593,1
5582.3521,2855.656,14.853,8.1548,1.9548,1
5504.8545,2804.7317,14.5705,7.8665,1.9627,1
5481.5527,2780.9299,14.5804,7.7336,1.9711,1
5438.1792,2766.9368,14.2625,7.6559,1.9654,1
5418.0479,2739.1599,14.3492,7.502999999999999,1.9780000000000002,1
5408.4819,2718.2971,14.4734,7.3891,1.9897,1
5402.6143,2699.5559,14.6129,7.2877,2.0013,1
5394.8730000000005,2707.0361,14.4486,7.327999999999999,1.9929,1
5752.8838,2893.364,16.3527,8.3716,1.9883,1
5760.6021,2918.676,16.1471,8.5187,1.9737,1
5739.8477,2920.9341,15.8824,8.5319,1.9651,1
5721.71,2916.5454,15.7255,8.5062,1.9618,1
5942.6587,3133.0327,15.6854,9.8159,1.8968,1
5864.8794,3079.6008,15.4294,9.4839,1.9044,1
5824.2979,3006.4023,15.8457,9.0385,1.9373,1
5806.2139,2966.467,16.1121,8.8,1.9573,1
5799.6343,2944.877,16.2911,8.6725,1.9694,1
5777.6162,2950.4424,15.9708,8.7051,1.9582,1
5792.9434,2963.0505,15.9988,8.7797,1.9551,1
5770.2080000000005,2970.4534,15.6479,8.8237,1.9426,1
5753.25,2966.3892,15.501,8.7995,1.9395,1
5756.6621,2991.3176,15.2432,8.948,1.9245,1
5771.3091,2997.0654,15.3435,8.9824,1.9256,1
5810.0371,3007.9016,15.6615,9.0475,1.9316,1
5819.2056,3028.8899,15.5152,9.1742,1.9212,1
5877.8203,3032.5781,16.1558,9.1965,1.9382,1
5903.0781,3055.6255,16.1727,9.3369,1.9319,1
5917.0708,3066.8374,16.2007,9.4055,1.9294,1
5926.3652,3085.5271,16.0809,9.5205,1.9207,1
5950.835,3098.9509,16.2056,9.6035,1.9203,1
5897.1255,3119.2771,15.3163,9.7299,1.8905,1
5888.8506,3087.8286,15.6092,9.5347,1.9071,1
5914.3457,3093.2709999999997,15.8428,9.5683,1.912,1
5938.7524,3114.4578,15.8691,9.6998,1.9068,1
5934.1021,3143.4302,15.4513,9.8812,1.8878,1
5919.6812,3134.3523,15.3943,9.8242,1.8886,1
5931.3657,3113.7288,15.7905,9.6953,1.9049,1
5906.9385,3116.7544,15.4636,9.7142,1.8952,1
5877.2998,3097.9368,15.3483,9.5972,1.8972,1
5895.3906,3078.2009,15.805,9.4753,1.9152,1
5887.75,3087.8481,15.595999999999998,9.5348,1.9068,1
5789.7031,3068.1677,14.6945,9.4137,1.8869999999999998,1
5765.2759,2983.7617,15.4328,8.9028,1.9322,1
5817.8848,2970.7214,16.1979,8.8252,1.9584,1
5830.7788,3007.6267,15.9063,9.0458,1.9387,1
5880.8335,3002.355,16.5564,9.0142,1.9588,1
5924.9409,3047.9719,16.5249,9.2901,1.9439,1
5947.9932,3093.1477,16.2435,9.5676,1.923,1
5967.6465,3127.0847,16.0555,9.7787,1.9084,1
5945.5166,3140.4568,15.6243,9.8625,1.8932,1
5893.6289,3152.5491,14.8583,9.9386,1.8695,1
5913.2881,3122.9619,15.4612,9.7531,1.8935,1
5928.0078,3111.4534,15.7789,9.6812,1.9052,1
5956.73,3099.321,16.2714,9.6058,1.9219,1
5983.9185,3112.7944,16.4284,9.6895,1.9224,1
6054.0586,3135.7156,16.9881,9.8327,1.9307,1
6100.0122,3200.2507,16.7271,10.2416,1.9061,1
6124.584,3237.9233,16.5424,10.4842,1.8915,1
6084.8032,3255.4741,15.83,10.5982,1.8691,1
6032.8911,3223.0823,15.6195,10.3883,1.8718,1
5971.9883,3175.5388,15.4976,10.0843,1.8806,1
5894.7642,3135.6487,15.085,9.8324,1.8799,1
5857.9141,3098.7444,15.1107,9.6022,1.8904,1
5848.6938,3080.1941,15.2321,9.4876,1.8988,1
5845.9189,3069.9824,15.3252,9.4248,1.9042,1
5827.9922,3067.2029,15.1504,9.4077,1.9001,1
5823.8564,3050.7429,15.3035,9.307,1.909,1
5842.2202,3045.2971,15.5839,9.2738,1.9184,1
5836.0723,3061.4189,15.3153,9.3723,1.9063,1
5821.6606,3052.2773,15.259,9.3164,1.9073,1
5824.7739,3037.2383,15.4784,9.2248,1.9178,1
5828.9766,3040.0593,15.4931,9.242,1.9174,1
5822.3062,3038.5898,15.4332,9.232999999999999,1.9161,1
5833.1265,3030.9390000000003,15.6523,9.1866,1.9245,1
5883.2734,3036.3462,16.1763,9.2194,1.9376,1
5956.1362,3075.968,16.5526,9.4616,1.9363,1
5986.3745,3141.7517,16.0957,9.8706,1.9054,1
6008.103,3169.7983,16.0021,10.0476,1.8954,1
6005.4917,3187.655,15.7437,10.1612,1.8840000000000001,1
5957.9038,3179.792,15.2772,10.1111,1.8736,1
5868.8906,3143.6919,14.6784,9.8828,1.8669,1
5840.6587,3082.7332,15.1073,9.5032,1.8946,1
5799.334,3057.0754,14.9409,9.3457,1.8969999999999998,1
5793.2153,3021.6599,15.3006,9.1304,1.9172,1
5825.5767,3016.6123,15.7377,9.0999,1.9312,1
5869.8848,3041.7656,15.9513,9.2523,1.9298,1
5920.0479,3077.3987,16.1064,9.4704,1.9237,1
5969.2246,3128.3162,16.0605,9.7867,1.9081,1
6088.5679,3205.1042,16.5257,10.2727,1.8996,1
6145.6675,3254.6033,16.5844,10.5924,1.8883,1
6158.8643,3280.7668,16.4048,10.7634,1.8773,1
6169.313,3295.1059999999998,16.345,10.8577,1.8723,1
6140.6548,3301.8813,15.9029,10.9024,1.8597,1
6101.7393,3281.1365,15.6995,10.7659,1.8596,1
6123.4585,3252.3364,16.3414,10.5777,1.8828,1
6113.1636,3270.5984,15.9772,10.6968,1.8691,1
6069.2324,3253.2837,15.6679,10.5839,1.8656,1
6090.9487,3216.7168,16.4051,10.3473,1.8935,1
6115.4502,3247.3018,16.3088,10.545,1.8832,1
6153.5669,3275.4233,16.4096,10.7284,1.8787,1
6174.499,3314.2744,16.1556,10.9844,1.8630000000000002,1
6192.6699,3331.1624,16.1559,11.0966,1.859,1
6173.8408,3348.6531,15.6894,11.2135,1.8437,1
6144.2705,3328.4893,15.5944,11.0788,1.8459999999999999,1
6124.3403,3293.5344,15.8128,10.8474,1.8595,1
6035.6226,3266.9231,15.0841,10.6728,1.8475,1
6007.46,3184.6459999999997,15.8056,10.142000000000001,1.8864,1
6005.1758,3176.2927,15.8845,10.0888,1.8906,1
6015.7686,3173.0256,16.0533,10.0681,1.8959,1
6020.3218,3184.3967,15.9634,10.1404,1.8906,1
6031.4902,3205.6763,15.8262,10.2764,1.8815,1
6047.1221,3225.6196,15.7585,10.4046,1.8747,1
6035.2573,3237.197,15.4655,10.4794,1.8643,1
6076.8174,3244.6846,15.8722,10.5281,1.8728,1
6078.0322,3277.3293,15.4605,10.741,1.8546,1
6072.5356,3253.625,15.7034,10.5862,1.8664,1
6060.9775,3225.3679,15.9295,10.402999999999999,1.8792,1
6039.8345,3199.9333,16.0006,10.2396,1.8875,1
6042.0933,3172.0237,16.3835,10.0617,1.9048,1
6068.6807,3170.0112,16.7312,10.049,1.9144,1
6112.229,3198.2434,16.9024,10.2288,1.9111,1
6150.3027,3243.0825,16.7912,10.5176,1.8964,1
6192.9619,3275.134,16.9003,10.7265,1.8909,1
6219.1416,3301.4419,16.8787,10.8995,1.8838,1
6239.8091,3311.4827,17.0036,10.9659,1.8843,1
6255.4727,3333.6494,16.9045,11.1132,1.8765,1
6261.0386,3353.0605,16.7145,11.243,1.8673,1
6305.3701,3359.8306,17.182000000000002,11.2886,1.8767,1
6328.2549,3382.1243,17.1695,11.4388,1.8711,1
6291.0195,3371.4275,16.8443,11.3666,1.8659999999999999,1
6233.3809,3331.761,16.6548,11.1007,1.8709,1
6173.0586,3291.7815,16.4356,10.8359,1.8753,1
6111.5195,3242.8276,16.3199,10.5161,1.8846,1
6057.9546,3198.1746,16.2423,10.2284,1.8942,1
6025.4365,3171.4717,16.1897,10.0583,1.8999,1
5994.7861,3158.5117,15.9851,9.9763,1.8980000000000001,1
5975.1694,3139.0112,15.9958,9.8534,1.9035,1
5969.0879,3129.8535,16.0378,9.7961,1.9072,1
5979.4351,3128.2991,16.1812,9.7863,1.9114,1
6000.7402,3155.583,16.0936,9.9577,1.9016,1
6024.0449,3191.7929999999997,15.9142,10.1876,1.8874,1
6049.0742,3214.1221,15.9301,10.3306,1.882,1
6057.4297,3227.2466,15.8622,10.4151,1.8769999999999998,1
6068.6094,3237.9878,15.8588,10.4847,1.8742,1
6099.0244,3249.6719,16.0774,10.5604,1.8768,1
6099.3242,3246.74,16.1201,10.5413,1.8786,1
6049.9863,3225.3499,15.7967,10.4029,1.8758,1
6076.0688,3187.1467,16.6028,10.1579,1.9064,1
6095.2017,3224.3171,16.359,10.3963,1.8904,1
6123.646,3236.7275,16.5464,10.4764,1.8919,1
6151.6411,3231.0874,16.9628,10.4399,1.9039,1
6151.3228,3241.1345,16.829,10.505,1.8979,1
6116.3877,3236.8789,16.4554,10.4774,1.8896,1
6085.1768,3208.873,16.4356,10.2969,1.8964,1
6076.7949,3207.9287,16.3458,10.2908,1.8943,1
6068.5044,3214.8782,16.1559,10.3355,1.8876,1
6104.1528,3225.9675,16.4475,10.407,1.8922,1
6210.7935,3272.4924,17.1558,10.7092,1.8979,1
6138.4912,3287.5195,16.0657,10.8079,1.8672,1
6034.1406,3177.4099,16.219,10.096,1.8991,1
5989.2446,3127.4294,16.3094,9.7808,1.9151,1
5972.8857,3152.9492,15.7932,9.9411,1.8944,1
5999.9468,3156.9753,16.0664,9.9665,1.9005,1
6005.7661,3171.1929,15.9563,10.0565,1.8939,1
6069.4409,3164.3674,16.8118,10.0132,1.9181,1
6156.4331,3226.4956,17.0815,10.4103,1.9081,1
6171.2227,3279.1003,16.579,10.7525,1.882,1
6168.5474,3277.8384,16.5625,10.7442,1.8819,1
6167.938,3259.8474,16.7902,10.6266,1.8921,1
6175.6572,3248.3127,17.0357,10.5515,1.9012,1
6191.2393,3252.116,17.1789,10.5763,1.9038,1
6148.0083,3257.0261,16.5818,10.6083,1.8876,1
6109.0146,3227.9314,16.4809,10.4197,1.8926,1
6119.4326,3231.5828,16.5613,10.4431,1.8936,1
6147.6309,3260.8911,16.5267,10.6334,1.8853,1
6161.4834,3279.6982,16.4511,10.7564,1.8787,1
6138.7539,3284.0676,16.1143,10.7851,1.8693,1
6133.4419,3270.0457,16.2327,10.6932,1.8756,1
