Zp,Zs,LR,MR,VpVs,label
6145.2935,3265.0564,16.4435,10.6606,1.8821,1
6168.1099,3275.4272,16.5888,10.7285,1.8831,1
6171.6064,3282.8608,16.5344,10.7772,1.8799,1
6176.5947,3276.7881,16.6757,10.7373,1.885,1
6177.062,3275.9666,16.6922,10.732000000000001,1.8856,1
6147.666,3272.8142,16.3716,10.7113,1.8784,1
6130.4165,3247.1484,16.4941,10.544,1.8879,1
6143.3457,3248.0962,16.6404,10.5502,1.8914,1
6208.3394,3275.2937,17.0896,10.728,1.8955,1
6268.3633,3310.6409,17.3718,10.9605,1.8934,1
6320.9048,3326.4238,17.8246,11.0651,1.9002,1
6356.5874,3354.7244,17.8979,11.2542,1.8948,1
6362.9365,3369.6636,17.7776,11.3547,1.8883,1
6343.5161,3361.4907,17.6407,11.2999,1.8871,1
6317.2769,3364.8904,17.2629,11.3226,1.8774,1
6350.46,3380.7612,17.4711,11.4295,1.8784,1
6438.6372,3428.9648,17.9427,11.7578,1.8777,1
6530.9336,3515.4644,17.9383,12.3585,1.8578,1
6622.0288,3614.5024,17.7241,13.0646,1.8321,1
6712.6875,3717.8921,17.4168,13.8228,1.8055,1
6805.3701,3827.926,17.0086,14.6533,1.7778,1
6847.7114,3930.4688,15.9937,15.4489,1.7423,1
6796.0244,3925.2498,15.3723,15.4076,1.7314,1
6724.4580000000005,3810.1526,16.1843,14.5174,1.7649,1
6667.8579,3733.9795,16.5757,13.9426,1.7857,1
6626.1812,3697.8306,16.5583,13.674000000000001,1.7919,1
6604.0024,3655.0459,16.8938,13.3596,1.8068,1
6576.2769,3648.0081,16.6315,13.308,1.8027,1
6560.7021,3669.5581,16.1115,13.4657,1.7879,1
6567.6802,3685.7397,15.965,13.5847,1.7819,1
6565.4414,3680.7305,16.0104,13.5478,1.7837,1
6516.3252,3652.4792,15.7813,13.3406,1.7841,1
6518.2573,3589.2263,16.7227,12.8825,1.8161,1
6496.4248,3582.5776,16.5339,12.8349,1.8133,1
6477.2471,3551.0142,16.7355,12.6097,1.8241,1
6444.5039,3528.6853,16.6286,12.4516,1.8263,1
6400.7183,3503.6121,16.4191,12.2753,1.8269,1
6334.8271,3464.7842,16.1215,12.0047,1.8283,1
6259.4131,3401.7407,16.0366,11.5718,1.8401,1
6245.7153,3331.6396,16.8093,11.0998,1.8747,1
6244.6582,3312.1169,17.0555,10.9701,1.8854,1
6239.3926,3313.9714,16.9654,10.9824,1.8828,1
6289.1943,3325.2107,17.44,11.057,1.8914,1
6313.5068,3380.4954,17.0049,11.4278,1.8676,1
6313.1934,3405.5979,16.6602,11.5981,1.8538,1
6281.3965,3420.1953,16.0605,11.6977,1.8366,1
6254.0967,3399.8674,15.9955,11.5591,1.8395,1
6219.3379,3384.3865,15.772,11.4541,1.8377,1
6225.6631,3348.2202,16.3377,11.2106,1.8594,1
6238.2715,3345.9846,16.5248,11.1956,1.8644,1
6257.146,3354.0894,16.6521,11.2499,1.8655,1
6298.5747,3373.5864,16.91,11.3811,1.867,1
6325.7983,3415.2136,16.6884,11.6637,1.8522,1
6329.7637,3434.8298,16.4698,11.7981,1.8428,1
6375.4736,3435.0422,17.0479,11.7995,1.8559999999999999,1
6366.4004,3458.5093,16.6085,11.9613,1.8408,1
6356.5347,3441.6331,16.7158,11.8449,1.847,1
6403.8057,3460.9395,17.0529,11.9781,1.8503,1
6454.9961,3497.074,17.2083,12.2295,1.8458,1
6462.1089,3531.9382,16.8097,12.4746,1.8296,1
6425.2676,3536.5781,16.2696,12.5074,1.8168,1
6414.147,3507.1104,16.5416,12.2998,1.8289,1
6380.438,3501.2344,16.1931,12.2586,1.8223,1
6328.1572,3468.1699,15.9898,12.0282,1.8246,1
6295.7593,3412.8875,16.3411,11.6478,1.8447,1
6292.8062,3380.0105,16.7505,11.4245,1.8618,1
6291.8921,3374.2253,16.8171,11.3854,1.8647,1
6290.2837,3370.0483,16.8532,11.3572,1.8665,1
6298.4473,3375.1167,16.8876,11.3914,1.8661,1
6307.7583,3391.5002,16.7833,11.5023,1.8599,1
6305.6436,3399.2954,16.6507,11.5552,1.855,1
6326.1543,3386.458,17.0843,11.4681,1.8681,1
6311.2656,3408.5127,16.5967,11.618,1.8516,1
6305.8628,3412.2095,16.4776,11.6432,1.848,1
6339.7573,3416.3865,16.8492,11.6719,1.8557,1
6360.8384,3426.0183,16.9851,11.7376,1.8566,1
6357.1025,3419.6084,17.0253,11.6937,1.859,1
6354.6294,3417.4326,17.0236,11.6788,1.8595,1
6377.8335,3423.6968,17.2338,11.7217,1.8629,1
6395.979,3442.9641,17.2004,11.8541,1.8577,1
6403.7505,3462.6809,17.0277,11.9902,1.8494,1
6428.8481,3491.9182,16.9433,12.1935,1.8411,1
6469.1387,3536.2490000000003,16.8403,12.5051,1.8294,1
6497.9580000000005,3573.2593,16.6869,12.7683,1.8185,1
6508.3584,3606.7639,16.3413,13.0088,1.8045,1
6510.1079,3643.6064,15.8302,13.2759,1.7867,1
6470.2368,3673.5525,14.8743,13.4951,1.7613,1
6446.5928,3632.2151,15.1725,13.193,1.7748,1
6457.8174,3589.0986,15.9402,12.8817,1.7993,1
6455.7813,3587.5209999999997,15.937000000000001,12.8703,1.7995,1
6431.0732,3574.8616,15.7993,12.7798,1.7990000000000002,1
6446.2612,3543.4678,16.4416,12.5563,1.8192,1
6457.1865,3536.7871,16.6775,12.5091,1.8257,1
6484.1943,3516.6267,17.3116,12.3667,1.8439,1
6482.3154,3513.7339,17.3279,12.3471,1.8449,1
6732.6587,3596.9058,19.4528,12.937999999999999,1.8718,1
6700.7002,3614.2627,18.7736,13.062999999999999,1.854,1
6677.436,3640.9795,18.0751,13.2567,1.834,1
6739.5029,3662.7712,18.5893,13.4159,1.84,1
6778.0698,3727.5415,18.1531,13.8946,1.8184,1
6747.8057,3761.7693,17.2312,14.1509,1.7938,1
6696.5498,3751.8435,16.6914,14.0764,1.7849,1
6623.7363,3717.8049,16.2299,13.8221,1.7816,1
6557.8945,3659.585,16.221,13.3926,1.7919999999999998,1
6481.5571,3609.4548,15.9543,13.0282,1.7957,1
6375.2905,3547.3718,15.4766,12.5838,1.7972,1
6295.8979,3454.6567,15.7691,11.9347,1.8224,1
6193.687,3392.05,15.35,11.505999999999998,1.8259,1
6173.5103,3322.9185,16.0287,11.0418,1.8579,1
6152.8359,3314.8457,15.880999999999998,10.9882,1.8561,1
6115.9912,3294.8999,15.6927,10.8564,1.8562,1
6066.5063,3259.0591,15.5598,10.6215,1.8614,1
6024.7515,3208.0027,15.7152,10.2913,1.8780000000000001,1
5944.9048,3143.3755,15.5808,9.881,1.8912,1
5890.7495,3096.9226,15.5191,9.591000000000001,1.9021,1
5907.1206,3096.7039,15.715,9.5896,1.9076,1
5927.7534,3117.7456,15.6976,9.7203,1.9013,1
5963.8452,3135.7534,15.9018,9.8329,1.9019,1
5964.4326,3170.719,15.4675,10.0535,1.8811,1
5926.7886,3176.5854,14.9458,10.0907,1.8658,1
5872.7715,3143.9319,14.7214,9.8843,1.868,1
5846.1909,3092.4373,15.0517,9.5632,1.8905,1
5805.5288,3065.6157,14.9086,9.398,1.8938,1
5776.5449,3027.2009,15.0407,9.164,1.9082,1
5751.0366,3000.7090000000003,15.0661,9.0043,1.9166,1
5793.6226,2977.9407,15.831,8.8681,1.9455,1
5839.3286,3009.6587,15.9819,9.0581,1.9402,1
5858.9141,3040.9661,15.832,9.2475,1.9267,1
5933.5845,3051.8738,16.5823,9.3139,1.9442,1
6009.8857,3113.989,16.7257,9.6969,1.93,1
6035.959,3183.5588,16.1627,10.135,1.896,1
6033.4072,3210.1016,15.7925,10.3048,1.8795,1
6034.3486,3214.8574,15.7427,10.3354,1.8769999999999998,1
6026.1279,3207.9475,15.7325,10.2909,1.8785,1
6006.1777,3187.5925,15.7528,10.1607,1.8842,1
5972.5830000000005,3167.8638,15.6016,10.0354,1.8854,1
5926.6064,3136.5496,15.4493,9.838,1.8895,1
5888.4136,3101.156,15.4393,9.6172,1.8988,1
5879.7017,3079.7605,15.6009,9.485,1.9092,1
5912.98,3076.6919,16.0317,9.4662,1.9219,1
5959.9795,3086.8154,16.4648,9.5284,1.9308,1
5952.5254,3079.5879,16.4645,9.4846,1.933,1
5901.2031,3070.3738,15.97,9.4272,1.922,1
5891.8076,3076.0239,15.7897,9.4619,1.9154,1
5940.6597,3086.0818,16.2454,9.5239,1.925,1
5994.9927,3131.0051,16.3335,9.8032,1.9147,1
5982.9639,3164.7024,15.7654,10.0154,1.8905,1
5935.7666,3154.0996,15.3378,9.9484,1.8819,1
5894.8945,3121.6689,15.2602,9.7448,1.8884,1
5902.4141,3093.5144,15.6989,9.5698,1.9080000000000001,1
5869.7456,3107.8438,15.1371,9.6587,1.8887,1
5847.5127,3090.0867,15.0968,9.5488,1.8923,1
5908.1226,3066.6396,16.0975,9.4043,1.9266,1
5947.0381,3090.9636,16.2596,9.5541,1.9240000000000002,1
5988.5884,3107.4299,16.551,9.6561,1.9272,1
6006.2925,3129.5046,16.4878,9.7939,1.9193,1
6008.1187,3132.7568,16.469,9.8142,1.9178,1
6003.0044,3152.7979,16.1558,9.9401,1.9040000000000001,1
6020.375,3176.6826,16.0624,10.0913,1.8952,1
6047.2549,3198.6523,16.1066,10.2314,1.8906,1
6069.4731,3222.4814,16.0699,10.3844,1.8835,1
6107.7451,3243.6416,16.2622,10.5212,1.883,1
6137.3237,3268.1438,16.3052,10.6808,1.8779,1
6153.7754,3287.4092,16.2548,10.8071,1.8719,1
6164.1182,3288.9644,16.3618,10.8173,1.8742,1
6149.5654,3279.9541,16.3009,10.7581,1.8749,1
6139.2295,3259.8767,16.4367,10.6268,1.8833,1
6071.9971,3280.3982,15.3471,10.761,1.851,1
6042.0591,3226.8662,15.6811,10.4127,1.8724,1
6008.6509,3218.4934,15.3865,10.3587,1.8669,1
6008.8154,3205.8679,15.5507,10.2776,1.8743,1
6025.3154,3204.2014,15.7706,10.2669,1.8804,1
5949.4785,3210.6929,14.7795,10.3085,1.8530000000000002,1
5941.6655,3142.8025,15.549000000000001,9.8772,1.8906,1
5932.0063,3141.1277,15.4553,9.8667,1.8885,1
5933.687,3136.2695,15.5363,9.8362,1.892,1
5905.6772,3142.3757,15.1281,9.8745,1.8794,1
5876.1069,3121.1108,15.0461,9.7413,1.8827,1
5854.4033,3106.1396,14.9779,9.6481,1.8848,1
5878.4741,3088.9194,15.4737,9.5414,1.9031,1
5882.8037,3097.1738,15.4224,9.5925,1.8994,1
5912.9668,3088.4421,15.8864,9.5385,1.9145,1
5947.3086,3112.8342,15.9912,9.6897,1.9106,1
5989.9976,3148.0383,16.0601,9.9102,1.9028,1
6038.8999,3189.8516,16.1183,10.1752,1.8932,1
6052.7378,3223.7534,15.8503,10.3927,1.8776,1
6071.7432,3203.3235,16.3436,10.2613,1.8955,1
6108.4556,3210.7019,16.6964,10.3086,1.9025,1
6112.0435,3264.9277,16.0375,10.6598,1.8719999999999999,1
6188.9629,3273.4546,16.875,10.7157,1.8906,1
6237.0859,3319.5046,16.863,11.0191,1.8789,1
6251.5913,3345.467,16.6981,11.1922,1.8687,1
6221.1582,3341.0429999999997,16.3783,11.1626,1.8619999999999999,1
6138.8994,3302.925,15.8696,10.9094,1.8586,1
6041.6621,3229.7419,15.6411,10.4315,1.8706,1
5965.0474,3158.2131,15.6338,9.9745,1.8887,1
5925.1777,3127.4883,15.5455,9.7812,1.8945,1
5931.8315,3115.3179,15.7764,9.7052,1.9041,1
5952.4673,3121.5503,15.9437,9.7441,1.9069,1
5961.0596,3135.4766,15.8718,9.8312,1.9012,1
5940.6616,3136.6963,15.6142,9.8389,1.8939,1
5912.2544,3107.6104,15.6403,9.6572,1.9025,1
5887.3384,3068.2041,15.8331,9.414,1.9188,1
5884.3975,3048.7324,16.0369,9.2948,1.9301,1
5884.4185,3069.9746,15.7774,9.4248,1.9168,1
5943.9692,3096.1707,16.1594,9.5871,1.9198,1
6005.4512,3136.3442,16.392,9.8367,1.9148,1
6530.8228,3397.042,19.5698,11.540999999999999,1.9227,1
6512.9443,3439.4622,18.7582,11.8302,1.8936,1
6485.8169,3508.0505,17.453,12.3066,1.8488,1
6452.1211,3521.2551,16.8312,12.3993,1.8323,1
6442.3208,3517.2466,16.7613,12.3712,1.8317,1
6408.2876,3518.9656,16.2999,12.3832,1.8211,1
6407.355,3538.6753,16.0097,12.5225,1.8107,1
6457.7954,3591.9849,15.8981,12.9025,1.7979,1
6464.894,3602.7993,15.8345,12.9803,1.7944,1
6416.1533,3571.6887,15.6548,12.757,1.7964,1
6294.4028,3478.574,15.4192,12.1005,1.8095,1
6207.9146,3338.4617,16.2493,11.1454,1.8595,1
6062.0317,3234.3264,15.8265,10.4609,1.8743,1
6013.1592,3130.9446,16.5524,9.8028,1.9206,1
5991.8984,3114.7439,16.4996,9.7016,1.9237,1
6004.5591,3107.2078,16.7453,9.6547,1.9325,1
6057.9697,3146.425,16.899,9.9,1.9254,1
6058.5703,3203.2754,16.1843,10.261,1.8914,1
6081.7041,3207.0959,16.4162,10.2855,1.8963,1
6052.3701,3233.4971,15.7202,10.4555,1.8718,1
6142.5186,3268.5229,16.364,10.6835,1.8793,1
6117.375,3234.4805,16.4986,10.4619,1.8913,1
6065.2983,3207.2314,16.2154,10.2863,1.8911,1
6042.1885,3158.3779,16.5574,9.9754,1.9131,1
6034.2793,3141.0889,16.6796,9.8665,1.9211,1
6068.5044,3153.0708,16.9432,9.9419,1.9246,1
6081.2915,3197.2437,16.5374,10.2224,1.902,1
6082.2168,3194.6062,16.5823,10.2055,1.9039,1
6060.8105,3188.7844,16.3968,10.1683,1.9007,1
6089.9463,3176.7695,16.9039,10.0919,1.9169999999999998,1
6225.8008,3235.0952,17.832,10.4664,1.9244,1
6271.1606,3293.6724,17.6309,10.8483,1.9040000000000001,1
6272.6411,3309.5552,17.4397,10.9532,1.8953,1
6194.4365,3268.9268,17.0002,10.6864,1.8949,1
6123.4956,3213.0669,16.8492,10.3244,1.9059,1
6059.8101,3202.7427,16.2067,10.2577,1.8921,1
6060.9556,3195.5261,16.3126,10.2114,1.8967,1
6113.7217,3220.9949,16.6288,10.3748,1.8981,1
6182.1738,3261.2886,16.9484,10.636,1.8956,1
6231.644,3326.7712,16.6988,11.0675,1.8732,1
6248.9912,3372.0105,16.3087,11.3706,1.8532,1
6247.3965,3355.8342,16.5067,11.2616,1.8617,1
6207.0781,3331.0117,16.3373,11.0957,1.8634,1
6178.3359,3303.1028,16.3508,10.9105,1.8705,1
6161.0161,3290.4702,16.3039,10.8272,1.8724,1
6131.7993,3282.4009,16.0509,10.7742,1.8681,1
6111.271,3260.627,16.0843,10.6317,1.8743,1
6101.0884,3244.0828,16.1752,10.5241,1.8807,1
6085.0332,3234.0708,16.1093,10.4592,1.8815,1
6073.6274,3218.7896,16.1677,10.3606,1.8869,1
6080.0874,3210.6357,16.3512,10.3082,1.8937,1
6090.585,3218.7629,16.3744,10.3604,1.8922,1
6081.1182,3223.2909999999997,16.2009,10.3896,1.8866,1
6037.4751,3211.0176,15.8308,10.3107,1.8802,1
5978.8232,3179.1895,15.5324,10.1073,1.8806,1
5932.6709,3135.2451,15.5373,9.8298,1.8922,1
5898.8330000000005,3102.6404,15.5436,9.6264,1.9012,1
5898.5767,3084.7708,15.7621,9.5158,1.9122,1
5944.4009,3099.0667,16.128,9.6042,1.9181,1
5963.3594,3144.8079,15.7822,9.8898,1.8963,1
5928.4785,3154.8245,15.2411,9.9531,1.8792,1
5888.2983,3121.1218,15.1894,9.7415,1.8866,1
5854.6387,3108.1482,14.9557,9.6606,1.8836,1
5842.9478,3102.4282,14.8899,9.6251,1.8833,1
5842.2573,3097.4492,14.9438,9.5942,1.8862,1
5821.8335,3103.1438,14.6342,9.6299,1.8762,1
5850.022,3101.2322,14.9871,9.6179,1.8864,1
5874.9692,3095.2161,15.3541,9.5806,1.8981,1
5880.8618,3082.4111,15.582,9.5013,1.9079,1
5852.3716,3035.3193,15.8251,9.2132,1.9281,1
5760.3315,3009.2678,15.0711,9.0557,1.9142,1
5676.7124,2940.3362,14.934000000000001,8.6456,1.9306,1
5643.0991,2886.9612,15.1754,8.3346,1.9547,1
5652.9546,2872.5564,15.4529,8.2516,1.9679,1
5694.314,2897.6277,15.6336,8.3962,1.9652,1
5792.0449,2938.8274,16.2747,8.6368,1.9709,1
5868.4785,3039.1741,15.9661,9.2366,1.9309,1
5935.3892,3082.0313,16.2312,9.4989,1.9258,1
6004.4038,3119.7693,16.5869,9.732999999999999,1.9246,1
5998.7554,3160.0227,16.0136,9.9857,1.8983,1
6049.2803,3139.3337,16.883,9.8554,1.9269,1
6007.7827,3164.4446,16.066,10.0137,1.8985,1
6006.5107,3129.9929,16.4845,9.7969,1.919,1
6045.4058,3137.3459,16.8611,9.8429,1.9269,1
6038.9961,3179.863,16.2464,10.1115,1.8991,1
6075.6421,3188.4236,16.5814,10.166,1.9055,1
6127.5186,3227.8989,16.708,10.4193,1.8983,1
6153.29,3267.6812,16.5075,10.6777,1.8831,1
6183.6162,3292.8582,16.5514,10.8429,1.8779,1
6229.0415,3314.9023,16.824,10.9886,1.8791,1
6110.0439,3360.1006,14.7546,11.2903,1.8184,1
6056.8101,3266.5422,15.3445,10.6703,1.8542,1
6034.855,3239.6511,15.4288,10.4953,1.8628,1
6031.9399,3218.4517,15.6674,10.3584,1.8742,1
6033.4580000000005,3209.2695,15.8038,10.2994,1.88,1
6039.3784,3204.2954,15.9391,10.2675,1.8848,1
6037.7905,3207.4946,15.8789,10.288,1.8824,1
6002.5649,3209.7542,15.4261,10.3025,1.8701,1
5996.9414,3181.9333,15.7139,10.1247,1.8847,1
6007.0732,3175.8596,15.9128,10.0861,1.8915,1
6082.6167,3180.5581,16.7686,10.116,1.9125,1
6061.2612,3258.4558,15.5051,10.6175,1.8602,1
6058.7573,3249.9463,15.5845,10.5622,1.8643,1
6078.5679,3251.8157,15.8004,10.5743,1.8693,1
6103.5073,3269.0051,15.8802,10.6864,1.8671,1
6062.8276,3290.9194,15.0993,10.8302,1.8423,1
6015.335,3253.1411,15.0185,10.5829,1.8491,1
6004.9272,3210.2246,15.4481,10.3055,1.8706,1
5986.522,3198.6606,15.3758,10.2315,1.8716,1
5965.6553,3187.3311,15.2709,10.1591,1.8717,1
5951.0278,3184.0039,15.139000000000001,10.1379,1.869,1
5963.7417,3182.9485,15.304,10.1313,1.8737,1
5994.665,3185.114,15.6461,10.145,1.8821,1
6010.2954,3191.0825,15.7576,10.183,1.8835,1
6030.3174,3194.218,15.9589,10.2031,1.8879,1
6026.9263,3204.4768,15.7871,10.2687,1.8808,1
5974.2705,3182.3069,15.4385,10.1272,1.8773,1
5895.0928,3119.3237,15.2936,9.7306,1.8898,1
5820.2026,3067.5771,15.0549,9.4101,1.8973,1
5800.8647,3040.5005,15.1607,9.2447,1.9079,1
5806.6006,3037.8669,15.2594,9.2286,1.9114,1
5817.0195,3046.7544,15.2723,9.2827,1.9093,1
5823.8228,3054.9778,15.2511,9.3329,1.9063,1
5834.7466,3061.5461,15.2982,9.3731,1.9058,1
5849.7759,3088.6729,15.14,9.5399,1.8940000000000001,1
5881.1611,3129.9507,14.9966,9.797,1.879,1
5983.6377,3160.8958,15.8225,9.9914,1.893,1
6027.6494,3208.4495,15.7451,10.2941,1.8787,1
5958.9165,3211.7676,14.8789,10.3155,1.8553,1
5875.0,3141.8545,14.7749,9.8713,1.8699,1
5788.6436,3080.5002,14.5297,9.4895,1.8791,1
5749.8730000000005,3020.1416,14.8187,9.1213,1.9039,1
5745.4624,3006.4731,14.9336,9.0397,1.911,1
5858.1606,3028.1997,15.9782,9.17,1.9345,1
5900.0747,3035.0588,16.3885,9.2116,1.944,1
6100.5957,3225.7437,16.4064,10.4054,1.8912,1
6104.1733,3246.2671,16.1844,10.5383,1.8804,1
6110.6284,3244.1987,16.2901,10.5248,1.8836,1
6088.8291,3262.0007,15.7925,10.6406,1.8666,1
6099.6772,3264.2466,15.8954,10.6553,1.8686,1
6098.9585,3279.4768,15.6874,10.755,1.8597,1
6098.7827,3261.0796,15.9259,10.6346,1.8702,1
6103.4712,3258.5015,16.0167,10.6178,1.8731,1
6136.5435,3250.9177,16.5203,10.5685,1.8876,1
6152.4951,3277.9751,16.363,10.7451,1.8769,1
6212.9873,3293.1616,16.9116,10.8449,1.8866,1
6208.584,3344.4829,16.1754,11.1856,1.8564,1
6243.8428,3338.0615,16.7004,11.1427,1.8705,1
6260.4951,3365.7290000000003,16.5376,11.3281,1.8601,1
6261.1611,3380.6157,16.345,11.4286,1.8521,1
6231.5122,3382.6824,15.9468,11.4425,1.8422,1
6215.7861,3350.7378,16.1811,11.2274,1.8551,1
6235.001,3328.3499,16.7195,11.0779,1.8733,1
6218.7432,3337.9954,16.3883,11.1423,1.8630000000000002,1
6198.7402,3335.4106,16.1744,11.125,1.8585,1
6189.7212,3337.0959,16.0402,11.1362,1.8548,1
6191.2944,3341.4404,16.0017,11.1652,1.8529,1
6227.5801,3349.4836,16.3451,11.219000000000001,1.8593,1
6229.4639,3386.4668,15.8699,11.4682,1.8395,1
6240.395,3385.1475,16.0242,11.4592,1.8435,1
6248.5474,3390.6459999999997,16.0514,11.4965,1.8429,1
6236.5825,3394.0176,15.8563,11.5194,1.8375,1
6229.0254,3379.5347,15.9582,11.4213,1.8432,1
6231.3672,3373.7151,16.066,11.382,1.847,1
6257.4644,3375.7056,16.3654,11.3954,1.8537,1
6258.1523,3392.2742,16.1495,11.5075,1.8448,1
6214.6084,3368.0996,15.9337,11.3443,1.8451,1
6127.3403,3315.9951,15.5548,10.9962,1.8478,1
6081.5991,3269.0469,15.6125,10.6867,1.8604,1
6122.5293,3279.02,15.982000000000001,10.7524,1.8672,1
6200.9395,3345.4634,16.0661,11.1937,1.8536,1
6261.0254,3373.0237,16.4456,11.3776,1.8562,1
6258.2202,3344.8616,16.7895,11.1882,1.871,1
6213.1665,3302.4595,16.7911,10.9065,1.8814,1
6179.5605,3271.1162,16.7864,10.7003,1.8891,1
6149.0796,3260.8489,16.545,10.6333,1.8857,1
6117.0952,3254.2935,16.238,10.5905,1.8797,1
6122.147,3259.1484,16.2368,10.6221,1.8784,1
6159.7656,3286.0032,16.3472,10.798,1.8745,1
6195.1909,3305.3613,16.5297,10.9254,1.8743,1
6192.5596,3303.1042,16.5271,10.9106,1.8748,1
6142.8413,3289.2444,16.0966,10.8193,1.8675,1
6083.3638,3263.9809999999998,15.7013,10.6536,1.8638,1
6021.3433,3226.3726,15.4378,10.4096,1.8663,1
5989.5737,3182.1135,15.6234,10.1258,1.8823,1
6001.6914,3185.8977,15.7213,10.1502,1.8838,1
6081.7744,3223.4924,16.2063,10.3915,1.8867,1
6145.2446,3273.7754,16.3288,10.7177,1.8771,1
6148.168000000001,3268.5522,16.4336,10.6835,1.881,1
6116.3276,3245.8794,16.3382,10.5357,1.8843,1
6147.3769999999995,3227.7856,16.9531,10.4186,1.9045,1
6177.915,3267.0186,16.8207,10.6734,1.891,1
6242.9795,3294.7053,17.2647,10.8551,1.8949,1
6259.0273,3345.5032,16.7906,11.1924,1.8709,1
6259.186,3353.8525,16.6808,11.2483,1.8663,1
6237.4917,3336.1726,16.6517,11.1318,1.8696,1
5983.7051,3231.5225,14.9194,10.4427,1.8517,1
5949.6274,3177.1313,15.2098,10.0942,1.8726,1
5970.0117,3152.4272,15.7658,9.9378,1.8938,1
5897.9048,3166.2778,14.7347,10.0253,1.8627,1
5928.9580000000005,3137.1582,15.4691,9.8418,1.8899,1
5976.5503,3178.0796,15.5188,10.1002,1.8806,1
5969.7695,3207.1282,15.0668,10.2857,1.8614,1
5978.7031,3168.1428,15.6706,10.0371,1.8871,1
5961.3267,3176.3247,15.3593,10.089,1.8768,1
5994.0859,3159.1731,15.9683,9.9804,1.8974,1
5959.5352,3173.5918,15.3727,10.0717,1.8779,1
5950.2871,3152.417,15.5304,9.9377,1.8875,1
5944.4312,3163.2419,15.324000000000002,10.0061,1.8792,1
5942.9097,3179.0173,15.1059,10.1062,1.8694,1
5955.8115,3174.9751,15.3108,10.0805,1.8759,1
5992.9995,3194.2742,15.5094,10.2034,1.8762,1
6002.0059,3218.1423,15.3112,10.3564,1.8651,1
5967.8931,3219.8318,14.8813,10.3673,1.8535,1
5966.3608,3189.3149,15.254000000000001,10.1717,1.8707,1
6003.0264,3196.1985,15.605,10.2158,1.8782,1
6028.2065,3208.3823,15.7518,10.2938,1.8789,1
6031.5469,3210.0796,15.7703,10.3046,1.8789,1
6032.8398,3195.2747,15.9756,10.2098,1.8881,1
6031.2847,3188.5078,16.0432,10.1666,1.8916,1
6067.4028,3210.2981,16.2017,10.3061,1.89,1
6187.1128,3281.3662,16.7477,10.7685,1.8855,1
6331.3359,3353.0103,17.6034,11.2434,1.8882,1
6375.8452,3404.9128,17.4645,11.5935,1.8725,1
6413.9634,3423.1086,17.704,11.7178,1.8737,1
6423.4497,3435.2734,17.6585,11.8011,1.8699,1
6376.3823,3406.5364,17.4496,11.6048,1.8718,1
6249.3945,3360.7866,16.4703,11.2954,1.8594,1
6128.7568,3278.3745,16.0679,10.748,1.8694,1
6045.4575,3199.4246,16.0758,10.2366,1.8895,1
5958.5771,3138.4133,15.8066,9.8502,1.8986,1
5885.8569,3088.7,15.5633,9.5404,1.9056,1
5864.1328,3069.125,15.5489,9.4196,1.9107,1
5876.5728,3083.1826,15.5222,9.506,1.906,1
5900.647,3108.9255,15.487,9.6654,1.8980000000000001,1
5928.355,3132.4395,15.5212,9.8122,1.8926,1
5956.1958,3151.6213,15.610999999999999,9.9327,1.8899,1
5978.8071,3169.7415,15.6516,10.0473,1.8862,1
5983.501,3183.554,15.5322,10.135,1.8795,1
5963.1738,3180.9297,15.3231,10.1183,1.8747,1
5948.5386,3155.2854,15.4735,9.9558,1.8853,1
5963.5684,3134.7709999999997,15.9106,9.8268,1.9024,1
5969.3462,3137.7976,15.9416,9.8458,1.9024,1
5996.4619,3152.9077,16.0763,9.941,1.9019,1
6044.7729,3184.6709,16.2548,10.1424,1.8981,1
6046.6055,3206.967,15.993,10.2847,1.8855,1
5991.7471,3175.4424,15.7345,10.0834,1.8869,1
5970.5566,3125.9495,16.1042,9.7717,1.91,1
5980.022,3114.8833,16.3557,9.7025,1.9198,1
5975.8916,3098.4614,16.5104,9.6005,1.9287,1
5988.3755,3086.7322,16.8049,9.5279,1.94,1
6012.7222,3097.6172,16.9625,9.5952,1.9411,1
6051.1816,3119.9363,17.1497,9.734,1.9395,1
6126.2246,3148.6946,17.7032,9.9143,1.9456,1
6195.686,3205.8188,17.832,10.2773,1.9326,1
6207.229,3265.178,17.207,10.6614,1.901,1
6239.3096,3278.5933,17.4308,10.7492,1.903,1
6266.6621,3320.7346,17.2165,11.0273,1.8871,1
6263.1934,3350.2351,16.7794,11.2241,1.8695,1
6267.9136,3346.1982,16.8927,11.197000000000001,1.8731,1
6265.4697,3349.29,16.8207,11.2177,1.8707,1
6232.5586,3339.1328,16.5452,11.1498,1.8665,1
6214.418000000001,3322.9407,16.5351,11.0419,1.8702,1
6183.5591,3297.1074,16.4946,10.8709,1.8754,1
6185.5371,3281.8909,16.7193,10.7708,1.8847,1
6179.4136,3280.6057,16.6604,10.7624,1.8836,1
6178.2944,3283.5002,16.6086,10.7814,1.8816,1
6165.6606,3283.927,16.4471,10.7842,1.8775,1
6154.9873,3273.6848,16.4498,10.717,1.8801,1
6150.8389,3270.5515,16.4398,10.6965,1.8807,1
6119.8735,3262.1599,16.1695,10.6417,1.876,1
6112.6025,3245.4187,16.2984,10.5327,1.8835,1
6091.7261,3228.7283,16.2598,10.4247,1.8867,1
6079.7686,3225.4519,16.1565,10.4035,1.8849,1
6089.0601,3206.8367,16.5091,10.2838,1.8988,1
